"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in CAD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks and shipping holdbacks."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfillment","order city","order state","order postal","tax collection model","product sales","product sales tax","shipping credits","shipping credits tax","gift wrap credits","giftwrap credits tax","promotional rebates","promotional rebates tax","selling fees","fba fees","other transaction fees","other","total"
"Jan. 12, 2021 12:24:39 a.m. PST","13701774921","Refund","701-1515079-2378636","SPBR-1718-02","SWISS REIMAGINED Spring Bar Pins - Made from Stainless Steel - for Attaching Watch Band to Watches or Buckle (Set of Two) - 17mm X 1.8mm","1","amazon.ca","Amazon","Bradford","Ontario","L3Z 0S9","","-6.99","-0.91","0","0","0","0","0","0","0.90","0","0","0","-7.00"
"Jan. 12, 2021 5:19:18 a.m. PST","13701774921","Order","702-9334149-8525058","SADDL-2064-TEAL","SADDLER Womens Leather Trifold Purse Wallet Clutch with Zip Coin Pocket |Gift Boxed - Teal","1","amazon.ca","Amazon","St-Michel-des-Saints","Quebec","J0K 3B0","","36.99","0","0","0","0","0","0","0","-5.55","-8.38","0","0","23.06"
"Jan. 12, 2021 11:49:40 a.m. PST","13701774921","Order","702-5505562-6717853","SR-STR-20-CRFB-BLK-PG","SWISS REIMAGINED 2 Colors Quality Genuine Leather Carbon Fibre Watch Band Strap Choice of Width 18mm 19mm 20mm 21mm 22mm 24mm (Choose Size)","1","amazon.ca","Amazon","Brampton","ON","L7A 4G4","","26.99","3.51","6.99","0","0","0","-6.99","0","-4.32","-3.81","-0.10","0","22.27"
"Jan. 12, 2021 6:07:48 p.m. PST","13751128461","Order","701-5126193-8068255","SR-HPO-1918-COG","SWISS REIMAGINED Quick Release Real Leather Hypoallergenic Watch Band Strap with Titanium Buckle - Cognac","1","amazon.ca","Amazon","Ottawa","Ontario","K1S 5T4","","26.99","3.51","0.49","0","0","0","-0.49","0","-4.32","-6.15","-0.10","0","19.93"
"Jan. 13, 2021 11:32:53 a.m. PST","13751128461","Order","701-0621769-9938617","SR-HPO-1918-GRN","SWISS REIMAGINED Quick Release Real Leather Hypoallergenic Watch Band Strap with Titanium Buckle - Green","1","amazon.ca","Amazon","York","Ontario","M6S 2R5","","26.99","3.51","6.99","0","0","0","-6.99","0","-4.32","-6.15","-0.10","0","19.93"
"Jan. 13, 2021 12:02:52 p.m. PST","13751128461","Order","702-5081942-0813863","SADDL-2042-BLK","SADDLER Womens Real Leather Bifold Wallet with Zipper Coin Purse | Gift Boxed - Black","1","amazon.ca","Amazon","Port Alberni","British Columbia","V9Y 8K8","","26.99","3.24","3.27","0","0","0","-3.27","0","-4.05","-6.15","-0.09","0","19.94"
"Jan. 13, 2021 8:44:53 p.m. PST","13751128461","FBA Inventory Fee","xl1b9Lp520","","FBA Removal Order: Disposal Fee","","Amazon.ca","","","","","","0","0","0","0","0","0","0","0","0","0","0","-1.93","-1.93"
"Jan. 13, 2021 9:35:52 p.m. PST","13751128461","Refund","701-0621769-9938617","SR-HPO-1918-GRN","SWISS REIMAGINED Quick Release Real Leather Hypoallergenic Watch Band Strap with Titanium Buckle - Green","1","amazon.ca","Amazon","York","Ontario","M6S 2R5","","-26.99","-3.51","0","0","0","0","0","0","3.46","0","0","0","-27.04"
"Jan. 13, 2021 11:32:17 p.m. PST","13751128461","Order","701-8900364-0428224","SADDL-2203DD-BLK","SADDLER Womens Medium Leather Credit Card Coin Purse Wallet with Zip |Gift Boxed - Black","1","amazon.ca","Amazon","Georgetown","Ontario","L7G 0E8","","22.99","2.99","1.70","0","0","0","-1.70","0","-3.45","-6.15","-0.09","0","16.29"
"Jan. 14, 2021 6:36:54 a.m. PST","13751128461","Order","702-3060771-5949026","SADDL-2051-UV","SADDLER Womens Leather Trifold Wallet Clutch with Zipper Coin Purse | Gift Boxed - Purple","1","amazon.ca","Amazon","mississauga","Ontario","L4W 2A6","","36.99","0","5.45","0","0","0","0","0","-5.55","-13.83","0","0","23.06"
"Jan. 14, 2021 7:29:05 a.m. PST","13751128461","Order","701-7646210-7217853","SPBR-CUR-1815-02","SWISS REIMAGINED Spring Bar Pins - Curved Stainless Steel - for Attaching Watch Band to Watches (Set of Two) - 18mm X 1.5mm","1","amazon.ca","Amazon","Mississauga","Ontario","L5L 5Z8","","7.99","1.04","3.93","0","0","0","-3.93","0","-1.60","-3.81","-0.03","0","3.59"
"Jan. 14, 2021 9:22:44 a.m. PST","13751128461","Order","702-9511912-1223415","SR-T2-22-SBRN-BSS","SWISS REIMAGINED Real Italian Leather Rally Style Watch Band Strap with Stainless Steel Buckle, Brown","1","amazon.ca","Amazon","Saanichton","BC","V8M0B4","","29.99","3.60","0","0","0","0","0","0","-4.80","-3.81","-0.10","0","24.88"
"Jan. 14, 2021 10:12:44 a.m. PST","13751128461","Refund","702-0494565-1481818","SR-STR-20-CRFB-RED-BBLK","SWISS REIMAGINED 2 Colors Quality Genuine Leather Carbon Fibre Watch Band Strap Choice of Width 18mm 19mm 20mm 21mm 22mm 24mm (Choose Size)","1","amazon.ca","Amazon","Brampton","ON","L7A 4G4","","-26.99","-3.51","0","0","0","0","0","0","3.46","0","0","0","-27.04"
"Jan. 14, 2021 2:05:54 p.m. PST","13751128461","Order","701-8037377-4673037","SR-RAL-22-CRFB-BLK&RED-BBLK","SWISS REIMAGINED Real Leather Carbon Fibre Embossed Rally Style Watch Band Strap with Stainless Steel Buckle, Black Red","1","amazon.ca","Amazon","Richmond","BC","V7C 5M7","","32.99","3.96","0","0","0","0","0","0","-5.28","-4.16","-0.11","0","27.40"
"Jan. 14, 2021 5:18:06 p.m. PST","13751128461","Transfer","","","To account ending with: 002","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","-273.00","-273.00"
"Jan. 14, 2021 6:33:21 p.m. PST","13751128461","Order","701-0370806-4911452","SADDL-2054-PCBLU","SADDLER Womens Genuine Leather Wallet Zipper Purse Coin Pocket | Credit Card Slot - Navy","1","amazon.ca","Amazon","Laval","Quebec","H7T 2Y6","","26.99","1.35","6.99","0","0","0","-6.99","0","-4.05","-6.15","-0.04","0","18.10"
"Jan. 14, 2021 8:21:20 p.m. PST","13751128461","Order","702-8556634-3697827","SR-NCALF-22-TAN-SS","SWISS REIMAGINED Watch Band Tan Calf Leather Contrast Stitching Stainless Steel Buckle 22mm","1","amazon.ca","Amazon","Whitby","Ontario","L1R 1K3","","22.99","2.99","0","0","0","0","0","0","-3.68","-3.81","-0.09","0","18.40"
"Jan. 14, 2021 11:20:39 p.m. PST","13751128461","Order","702-1692655-5226658","SR-STR-19-CCD-BRN-CPSS","SWISS REIMAGINED Watch Band Brown Leather Polished Stainless Steel Buckle 19mm","1","amazon.ca","Amazon","Pickering","ON","L1V 6A9","","19.99","2.60","3.49","0","0","0","-3.49","0","-3.20","-3.81","-0.08","0","15.50"
"Jan. 15, 2021 12:03:46 a.m. PST","13751128461","Order","702-4852197-1891420","SPBR-2615-02","SWISS REIMAGINED Spring Bar Pins - Made from Stainless Steel - for Attaching Watch Band to Watches or Buckle (Set of Two) - 26mm X 1.5mm","1","amazon.ca","Amazon","Kingston","Ontario","K7L 4V4","","6.99","0.91","0","0","0","0","0","0","-1.40","-3.81","-0.03","0","2.66"
"Jan. 15, 2021 8:14:31 a.m. PST","13751128461","Order","702-3838636-5699449","SR-MT-001-BLK","SWISS REIMAGINED Precision 8-pc Set S2 Tool Steel Screwdriver Spring Bar Release Multipurpose Tool","1","amazon.ca","Amazon","Quebec","Quebec","G1K1R5","","19.99","1.00","0","0","0","0","0","0","-3.00","-6.15","-0.03","0","11.81"
"Jan. 15, 2021 1:35:20 p.m. PST","13751128461","Order","701-1145311-0221813","SADDL-2034-UV","SADDLER Womens Real Leather Slim Credit Card Holder | Minimalist | Gift Boxed - Purple","1","amazon.ca","Amazon","Saint-Hubert","Quebec","J3Y 6L3","","22.99","1.15","0","0","0","0","0","0","-3.45","-5.71","-0.03","0","14.95"
"Jan. 15, 2021 2:19:59 p.m. PST","13751128461","Order","701-8035627-3711442","SADDL-2034-JB","SADDLER Womens Real Leather Slim Credit Card Holder | Minimalist | Gift Boxed - Green","1","amazon.ca","Amazon","Saint-Hubert","Quebec","J3Y 6L3","","22.99","1.15","1.86","0","0","0","-1.86","0","-3.45","-6.15","-0.03","0","14.51"
"Jan. 15, 2021 4:34:08 p.m. PST","13751128461","Refund","701-8487542-5818654","SADDL-2051-MAG","SADDLER Womens Leather Trifold Wallet Clutch with Zipper Coin Purse | Gift Boxed - Magenta","1","amazon.ca","Amazon","Maple","ON","L6A 0R5","","-36.99","-4.81","-6.99","0","0","0","6.99","0","4.44","0","0","0","-37.36"
"Jan. 15, 2021 6:03:30 p.m. PST","13751128461","Order","702-8454597-3573861","SADDL-2202DD-SBLU","SADDLER Womens Leather Trifold Multi Credit Card Wallet |Ladies Coin Purse Clutch - Storm Blue","1","amazon.ca","Amazon","Gatineau","Quebec","J8T 6E4","","19.99","1.00","0","0","0","0","0","0","-3.00","-6.15","-0.03","0","11.81"
"Jan. 16, 2021 12:26:33 a.m. PST","13751128461","Order","702-3786376-8713054","SPBR-CUR-2418-02","SWISS REIMAGINED Spring Bar Pins - Curved Stainless Steel - for Attaching Watch Band to Watches (Set of Two) - 24mm X 1.8mm","1","amazon.ca","Amazon","Edmonton","Alberta","T5H 4M6","","7.99","0.40","3.49","0.17","0","0","0","0","-1.28","-7.20","-0.02","0","3.55"
"Jan. 16, 2021 12:26:33 a.m. PST","13751128461","Order","702-3786376-8713054","SPBR-CUR-2415-02","SWISS REIMAGINED Spring Bar Pins - Curved Stainless Steel - for Attaching Watch Band to Watches (Set of Two) - 24mm X 1.5mm","1","amazon.ca","Amazon","Edmonton","Alberta","T5H 4M6","","7.99","0.40","3.50","0.18","0","0","0","0","-1.60","-7.22","-0.02","0","3.23"
"Jan. 16, 2021 9:27:29 a.m. PST","13751128461","Order","701-2238804-5165026","SR-HPO-1918-BRN","SWISS REIMAGINED Quick Release Real Leather Hypoallergenic Watch Band Strap with Titanium Buckle - Brown","1","amazon.ca","Amazon","York","Ontario","M6S 2R5","","26.99","3.51","6.99","0","0","0","-6.99","0","-4.32","-6.15","-0.10","0","19.93"
"Jan. 16, 2021 12:45:35 p.m. PST","13751128461","Order","701-1296138-8219412","SR-MT-001-BLK","SWISS REIMAGINED Precision 8-pc Set S2 Tool Steel Screwdriver Spring Bar Release Multipurpose Tool","1","amazon.ca","Amazon","Saint-Joseph-Du-Lac","Québec","J0N 1M0","","19.99","1.00","0","0","0","0","0","0","-3.00","-6.15","-0.03","0","11.81"
"Jan. 16, 2021 4:20:38 p.m. PST","13751128461","Order","702-4260731-8860210","SADDL-2060-BLK","SADDLER Womens Real Leather Zip Top Coin Purse | Ladies Money Pouch | Gift Boxed - Black","1","amazon.ca","Amazon","Regina","Saskatchewan","S4X 0K8","","19.99","1.00","2.67","0.13","0","0","0","0","-3.00","-8.51","-0.03","0","12.25"
"Jan. 17, 2021 2:26:48 a.m. PST","13751128461","Order","702-1604023-9376208","SADDL-2042-PCBLU","SADDLER Womens Real Leather Bifold Wallet with Zipper Coin Purse | Gift Boxed - Navy","1","amazon.ca","Amazon","Hfx Reg","Nova Scotia","B0N 2H0","","26.99","4.05","0","0","0","0","0","0","-4.05","-6.15","-0.12","0","20.72"
"Jan. 17, 2021 2:27:01 a.m. PST","13751128461","Order","702-8614751-3771445","SADDL-2042-PCBLU","SADDLER Womens Real Leather Bifold Wallet with Zipper Coin Purse | Gift Boxed - Navy","1","amazon.ca","Amazon","Hfx Reg","Nova Scotia","B0N 2H0","","26.99","4.05","0","0","0","0","0","0","-4.05","-6.15","-0.12","0","20.72"
"Jan. 17, 2021 2:27:01 a.m. PST","13751128461","Order","702-8614751-3771445","SADDL-2042-RED","SADDLER Womens Real Leather Bifold Wallet with Zipper Coin Purse | Gift Boxed - Red","1","amazon.ca","Amazon","Hfx Reg","Nova Scotia","B0N 2H0","","26.99","4.05","0","0","0","0","0","0","-4.05","-6.15","-0.12","0","20.72"
"Jan. 17, 2021 2:31:07 a.m. PST","13751128461","Order","702-4260731-8860210","SADDL-2060-PCBLU","SADDLER Womens Real Leather Zip Top Coin Purse | Ladies Money Pouch | Gift Boxed - Navy","1","amazon.ca","Amazon","Regina","Saskatchewan","S4X 0K8","","19.99","1.00","2.68","0.13","0","0","0","0","-3.00","-9.18","-0.03","0","11.59"
"Jan. 17, 2021 9:25:31 a.m. PST","13751128461","Order","702-9289660-4398601","SR-OLC-20S-ORDBRN","SWISS REIMAGINED Real Leather OLC Replacement Watch Band Strap with Stainless Steel Buckle - Brown, 20mm","1","amazon.ca","Amazon","Bromont","Québec","J2L 0G7","","29.99","0","6.30","0","0","0","0","0","-4.80","-17.25","0","0","14.24"
"Jan. 17, 2021 12:03:57 p.m. PST","13751128461","Order","702-9259670-8970612","CA-6002-COG","CAPPIANO Mens Genuine Leather 6 Credit Card Minimalist Billfold Wallet| Slim Designer Credit Card Holder|Gift Boxed - Cognac","1","amazon.ca","Amazon","Edmonton","Alberta","T6E 0V4","","16.99","0.85","0","0","0","0","0","0","-2.55","-6.15","-0.02","0","9.12"
"Jan. 17, 2021 3:23:35 p.m. PST","13751128461","Order","702-3329007-0037000","SR-MT-001-BLK","SWISS REIMAGINED Precision 8-pc Set S2 Tool Steel Screwdriver Spring Bar Release Multipurpose Tool","1","amazon.ca","Amazon","Montreal","Quebec","H2L 1B5","","19.99","1.00","2.94","0","0","0","-2.94","0","-3.00","-6.15","-0.03","0","11.81"
"Jan. 18, 2021 12:32:12 a.m. PST","13751128461","Order","701-1785124-1797849","CLO-1818-BLK","SWISS REIMAGINED 7"" x 7"" Black Lint Free Microfiber Cleaning Cloth - For Watches, Jewelry, Phones","1","amazon.ca","Amazon","Vancouver","British Columbia","V5T 3K9","","9.99","1.20","0.09","0","0","0","-0.09","0","-1.50","-3.54","-0.03","0","6.12"
"Jan. 18, 2021 12:36:24 a.m. PST","13751128461","Order","701-5163617-7736226","SR-STR-20-CRFB-BLK-PG","SWISS REIMAGINED 2 Colors Quality Genuine Leather Carbon Fibre Watch Band Strap Choice of Width 18mm 19mm 20mm 21mm 22mm 24mm (Choose Size)","1","amazon.ca","Amazon","Surrey","British Columbia","V3R 5T6","","26.99","3.24","0","0","0","0","0","0","-4.32","-3.54","-0.09","0","22.28"
"Jan. 18, 2021 10:11:31 a.m. PST","13751128461","Order","702-2746525-8609049","SR-NCALF-20-TAN-SS","SWISS REIMAGINED Watch Band Tan Calf Leather Contrast Stitching Stainless Steel Buckle 20mm","1","amazon.ca","Amazon","Toronto","Ontario","M9N 3L4","","22.99","0","0","0","0","0","0","0","-3.68","-6.97","0","0","12.34"
"Jan. 18, 2021 3:22:08 p.m. PST","13751128461","Order_Retrocharge","701-4463195-0864231","","Base Tax","","Amazon.ca","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0.72"
"Jan. 18, 2021 3:22:08 p.m. PST","13751128461","Order_Retrocharge","701-4463195-0864231","","Shipping Tax","","Amazon.ca","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jan. 18, 2021 3:34:53 p.m. PST","13751128461","Order","701-2015158-1466624","SPBR-2515-02","SWISS REIMAGINED Spring Bar Pins - Made from Stainless Steel - for Attaching Watch Band to Watches or Buckle (Set of Two) - 25mm X 1.5mm","1","amazon.ca","Amazon","Laval","Quebec","H7B 1C4","","6.99","0.35","0","0","0","0","0","0","-1.12","-3.81","-0.01","0","2.40"
"Jan. 18, 2021 5:29:04 p.m. PST","13751128461","Order","701-7859362-5032256","SADDL-2202DD-PTY","SADDLER Womens Leather Trifold Multi Credit Card Wallet |Ladies Coin Purse Clutch - Putty Grey","1","amazon.ca","Amazon","Gatineau","Quebec","J8P 1J5","","19.99","1.00","3.48","0.17","0","0","0","0","-3.00","-10.08","-0.03","0","11.53"
"Jan. 18, 2021 8:37:57 p.m. PST","13751128461","Refund","702-1692655-5226658","SR-STR-19-CCD-BRN-CPSS","SWISS REIMAGINED Watch Band Brown Leather Polished Stainless Steel Buckle 19mm","1","amazon.ca","Amazon","Pickering","ON","L1V 6A9","","-19.99","-2.60","-3.49","0","0","0","3.49","0","2.56","0","0","0","-20.03"
"Jan. 18, 2021 8:49:54 p.m. PST","13751128461","Order","701-3006382-9383425","SADDL-2042-JB","SADDLER Womens Real Leather Bifold Wallet with Zipper Coin Purse | Gift Boxed - Green","1","amazon.ca","Amazon","North York","Ontario","M6A 1C9","","26.99","3.51","0","0","0","0","0","0","-4.05","-6.15","-0.10","0","20.20"
"Jan. 19, 2021 4:41:47 a.m. PST","13751128461","Adjustment","","SR-STR-20-CCD-WHT-BSS","FBA Inventory Reimbursement - Damaged:Warehouse","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","16.25","16.25"
"Jan. 19, 2021 8:12:15 a.m. PST","13751128461","Order","702-0075728-1145869","SR-NCALF-22-TAN-SS","SWISS REIMAGINED Watch Band Tan Calf Leather Contrast Stitching Stainless Steel Buckle 22mm","1","amazon.ca","Amazon","London","Ontario","N6P 1C8","","22.99","2.99","0","0","0","0","0","0","-3.68","-3.54","-0.09","0","18.67"
"Jan. 19, 2021 2:34:49 p.m. PST","13751128461","Order","701-9611431-3888204","SPBR-CUR-1915-02","SWISS REIMAGINED Spring Bar Pins - Curved Stainless Steel - for Attaching Watch Band to Watches (Set of Two) - 19mm X 1.5mm","1","amazon.ca","Amazon","Vaudreuil-Dorion","Quebec","J7V0L3","","7.99","0.40","2.33","0.12","0","0","0","0","-1.60","-6.44","-0.02","0","2.78"
"Jan. 19, 2021 8:51:45 p.m. PST","13751128461","Order","701-6899702-9856209","SPBR-1915-02","SWISS REIMAGINED Spring Bar Pins - Made from Stainless Steel - for Attaching Watch Band to Watches or Buckle (Set of Two) - 19mm X 1.5mm","1","amazon.ca","Amazon","London","Ontario","N6H 5H8","","6.99","0.91","4.98","0.65","0","0","0","0","-1.12","-9.44","-0.05","0","2.92"
"Jan. 19, 2021 11:05:34 p.m. PST","13751128461","Order","701-2879945-5354646","SADDL-2053-FUCH","SADDLER Womens Luxurious Real Leather Trifold Wallet Purse Clutch | Gift Boxed - Fuchsia","1","amazon.ca","Amazon","Cambridge","Ontario","N1T 1Y6","","39.99","5.20","5.21","0","0","0","-5.21","0","-6.00","-6.29","-0.15","0","32.75"
"Jan. 20, 2021 9:22:05 a.m. PST","13751128461","Order","701-2371894-1373855","SADDL-2060-RED","SADDLER Womens Real Leather Zip Top Coin Purse | Ladies Money Pouch | Gift Boxed - Red","1","amazon.ca","Amazon","Toronto","Ontario","M4J 4M9","","19.99","2.60","0","0","0","0","0","0","-3.00","-6.15","-0.08","0","13.36"
"Jan. 21, 2021 5:10:47 a.m. PST","13751128461","FBA Inventory Fee","","","FBA Long-Term Storage Fee","","Amazon.ca","","","","","","0","0","0","0","0","0","0","0","0","0","0","-53.43","-53.43"
"Jan. 21, 2021 10:05:41 a.m. PST","13751128461","Order","701-5934765-1657848","SADDL-2053-FUCH","SADDLER Womens Luxurious Real Leather Trifold Wallet Purse Clutch | Gift Boxed - Fuchsia","1","amazon.ca","Amazon","Cambridge","Ontario","N1T 1Y6","","39.99","5.20","0","0","0","0","0","0","-6.00","-5.85","-0.15","0","33.19"
"Jan. 21, 2021 2:31:35 p.m. PST","13751128461","Order","701-0148658-0033044","SR-MT-001-BLK","SWISS REIMAGINED Precision 8-pc Set S2 Tool Steel Screwdriver Spring Bar Release Multipurpose Tool","1","amazon.ca","Amazon","North Vancouver","British Columbia","V7R 4L4","","19.99","2.40","0","0","0","0","0","0","-3.00","-6.15","-0.07","0","13.17"
"Jan. 22, 2021 12:25:31 a.m. PST","13751128461","Order","702-8149019-6935441","SR-STR-20-CCD-WHT-PBLK","SWISS REIMAGINED Watch Band - White Leather - Polished Steel Black Buckle - 20mm","1","amazon.ca","Amazon","Oshawa","Ontario","L1K 2N7","","19.99","2.60","2.33","0","0","0","-2.33","0","-3.20","-3.81","-0.08","0","15.50"
"Jan. 22, 2021 2:38:18 a.m. PST","13751128461","Order","702-9396413-4039462","SPBR-2415-02","SWISS REIMAGINED Spring Bar Pins - Made from Stainless Steel - for Attaching Watch Band to Watches or Buckle (Set of Two) - 24mm X 1.5mm","1","amazon.ca","Amazon","Richmond Hill","Ontario","L4E 3N8","","6.99","0.91","0","0","0","0","0","0","-1.12","-3.81","-0.03","0","2.94"
"Jan. 22, 2021 2:47:18 a.m. PST","13751128461","Order","702-6096333-2582649","SADDL-2061-UV","SADDLER Womens Leather Flapover Coin Purse with Zip | Small Pouch | Gift boxed - Purple","1","amazon.ca","Amazon","Toronto","Ontario","M4G 0A1","","26.99","3.51","2.83","0","0","0","-2.83","0","-4.05","-6.15","-0.10","0","20.20"
"Jan. 22, 2021 2:29:13 p.m. PST","13751128461","Order","701-9810608-1924234","SADDL-2061-UV","SADDLER Womens Leather Flapover Coin Purse with Zip | Small Pouch | Gift boxed - Purple","1","amazon.ca","Amazon","Kingston","Ontario","K7P 1B7","","26.99","3.51","3.92","0","0","0","-3.92","0","-4.05","-6.15","-0.10","0","20.20"
"Jan. 23, 2021 2:25:03 p.m. PST","13751128461","Order","702-3418105-5381014","SPBR-2515-02","SWISS REIMAGINED Spring Bar Pins - Made from Stainless Steel - for Attaching Watch Band to Watches or Buckle (Set of Two) - 25mm X 1.5mm","1","amazon.ca","Amazon","Mirabel","Quebec","J7J 0E8","","6.99","0.35","0","0","0","0","0","0","-1.12","-3.81","-0.01","0","2.40"
"Jan. 23, 2021 3:42:19 p.m. PST","13751128461","Order","701-0421682-5168201","SR-SAF-20-NVY-CPSS","SWISS REIMAGINED Fashion Saffiano Quick Release Quality Genuine Leather Replacement Watch Band Strap - Choice of Width - 18mm, 20mm or 22mm (Choose Si","1","amazon.ca","Amazon","Winnipeg","Manitoba","R3Y 0M5","","22.99","1.15","0","0","0","0","0","0","-3.68","-6.15","-0.03","0","14.28"
"Jan. 23, 2021 9:47:56 p.m. PST","13751128461","Order","702-0724476-0569843","SPBR-1615-02","SWISS REIMAGINED Spring Bar Pins - Made from Stainless Steel - for Attaching Watch Band to Watches or Buckle (Set of Two) - 16mm X 1.5mm","1","amazon.ca","Amazon","St Catharines","Ontario","L2S 3S8","","6.99","0.91","2.00","0","0","0","-2.00","0","-1.12","-3.81","-0.03","0","2.94"
"Jan. 24, 2021 12:25:33 a.m. PST","13751128461","Order","701-4381047-1615429","SPBR-CUR-2615-02","SWISS REIMAGINED Spring Bar Pins - Curved Stainless Steel - for Attaching Watch Band to Watches (Set of Two) - 26mm X 1.5mm","1","amazon.ca","Amazon","Woodbridge","Ontario","L4H 3H7","","7.99","1.04","2.07","0","0","0","-2.07","0","-1.28","-4.16","-0.03","0","3.56"
"Jan. 24, 2021 5:41:50 a.m. PST","13751128461","Adjustment","702-9443432-3814668","SADDL-2064-RED","FBA Inventory Reimbursement - Customer Return","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","26.00","26.00"
"Jan. 24, 2021 2:48:55 p.m. PST","13751128461","Order","702-3905150-9285043","SADDL-2070-TEAL","SADDLER Womens Leather Credit Card Wallet Purse With Zip Coin Pocket |Gift Boxed - Teal","1","amazon.ca","Amazon","VICTORIA","BC","V8V 3X0","","32.99","3.96","0","0","0","0","0","0","-4.95","-6.15","-0.11","0","25.74"
"Jan. 24, 2021 3:29:46 p.m. PST","13751128461","Order","701-4259739-2821048","SR-RAL-22-CRFB-BLK&RED-BBLK","SWISS REIMAGINED Real Leather Carbon Fibre Embossed Rally Style Watch Band Strap with Stainless Steel Buckle, Black Red","1","amazon.ca","Amazon","St. Albert","Alberta","T8N 6G6","","32.99","1.65","0","0","0","0","0","0","-5.28","-4.16","-0.05","0","25.15"
"Jan. 24, 2021 8:02:53 p.m. PST","13751128461","Order","701-3682574-1361842","SR-STR-22-CCD-BLK-CPSS","SWISS REIMAGINED Watch Band Black Leather Polished Stainless Steel Buckle - 22mm","1","amazon.ca","Amazon","Stoke","Quebec","J0B 3G0","","19.99","1.00","0","0","0","0","0","0","-3.20","-3.81","-0.03","0","13.95"
"Jan. 25, 2021 3:22:05 a.m. PST","13751128461","Refund","702-0075728-1145869","SR-NCALF-22-TAN-SS","SWISS REIMAGINED Watch Band Tan Calf Leather Contrast Stitching Stainless Steel Buckle 22mm","1","amazon.ca","Amazon","London","Ontario","N6P 1C8","","-22.99","-2.99","0","0","0","0","0","0","2.94","0","0","0","-23.04"
"Jan. 25, 2021 11:21:08 a.m. PST","13751128461","Order","701-7427189-0636251","CLO-1818-BLK","SWISS REIMAGINED 7"" x 7"" Black Lint Free Microfiber Cleaning Cloth - For Watches, Jewelry, Phones","1","amazon.ca","Amazon","Sorel","Quebec","J3R 4K4","","9.99","0.50","0","0","0","0","0","0","-1.50","-3.81","-0.01","0","5.17"
"Jan. 25, 2021 2:26:51 p.m. PST","13751128461","Order","702-1225367-0973041","SR-RAL-22-CRFB-BLK&BLU-BBLK","SWISS REIMAGINED Real Leather Carbon Fibre Embossed Rally Style Watch Band Strap with Stainless Steel Buckle, Black Blue","1","amazon.ca","Amazon","Laval","Quebec","H7L0B8","","32.99","1.65","4.98","0.25","0","0","0","0","-5.28","-9.44","-0.06","0","25.09"
"Jan. 25, 2021 2:37:30 p.m. PST","13751128461","Order","701-9847725-7313822","SR-HPO-1918-RED","SWISS REIMAGINED Quick Release Real Leather Hypoallergenic Watch Band Strap with Titanium Buckle -Red","1","amazon.ca","Amazon","Calgary","Alberta","T3G 4N2","","26.99","1.35","0","0","0","0","0","0","-4.32","-6.15","-0.04","0","17.83"
"Jan. 25, 2021 2:53:44 p.m. PST","13751128461","Refund","702-5505562-6717853","SR-STR-20-CRFB-BLK-PG","SWISS REIMAGINED 2 Colors Quality Genuine Leather Carbon Fibre Watch Band Strap Choice of Width 18mm 19mm 20mm 21mm 22mm 24mm (Choose Size)","1","amazon.ca","Amazon","Brampton","ON","L7A 4G4","","-26.99","-3.51","-6.99","0","0","0","6.99","0","3.46","0","0","0","-27.04"
"Jan. 25, 2021 2:57:21 p.m. PST","13751128461","FBA Inventory Fee","xl1m5dx379","","FBA Removal Order: Disposal Fee","","Amazon.ca","","","","","","0","0","0","0","0","0","0","0","0","0","0","-0.34","-0.34"
"Jan. 25, 2021 3:50:51 p.m. PST","13751128461","Order","701-2038894-7323416","SR-STR-16-CCD-BLK-CPSS","SWISS REIMAGINED Watch Band Black Leather Polished Stainless Steel Buckle 16mm","1","amazon.ca","Amazon","Montreal","QC","H4E 1S4","","19.99","1.00","0","0","0","0","0","0","-3.20","-3.81","-0.03","0","13.95"
"Jan. 26, 2021 2:51:35 a.m. PST","13751128461","Refund","702-6308616-9071454","AOCC-CW-001-METRED","ANYONECANCOOK 12-Piece Non-Stick Aluminum Pots and Pans Cookware Set (Red)","1","amazon.ca","Amazon","Hamilton","Ontario","L8V 1N7","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jan. 26, 2021 2:33:19 p.m. PST","13751128461","Order","701-2009356-4968219","SADDL-2061-PCBLU","SADDLER Womens Leather Flapover Coin Purse with Zip | Small Pouch | Gift boxed - Navy","1","amazon.ca","Amazon","Vancouver","British Columbia","V6T1W5","","26.99","3.24","0","0","0","0","0","0","-4.05","-6.15","-0.09","0","19.94"
